event_time,sensor_id,raw_time,converted_time,delta_ms,matched,reason
1754905003.936,imu,1754905003.936,1754905003.936,0.04,1,matched
1754905003.943,imu,1754905003.943,1754905003.943,0.04,1,matched
1754905003.950,imu,1754905003.950,1754905003.950,0.05,1,matched
1754905003.956,imu,1754905003.956,1754905003.956,0.04,1,matched
1754905003.963,imu,1754905003.963,1754905003.963,0.04,1,matched
1754905003.970,imu,1754905003.970,1754905003.970,0.04,1,matched
1754905003.976,imu,1754905003.976,1754905003.976,0.04,1,matched
1754905003.983,imu,1754905003.983,1754905003.983,0.06,1,matched
1754905003.990,imu,1754905003.990,1754905003.990,0.05,1,matched
1754905003.996,imu,1754905003.996,1754905003.996,0.05,1,matched
1754905004.003,imu,1754905004.003,1754905004.003,0.09,1,matched
1754905004.009,imu,1754905004.009,1754905004.009,0.04,1,matched
1754905004.016,imu,1754905004.016,1754905004.016,0.06,1,matched
1754905004.023,imu,1754905004.023,1754905004.023,0.08,1,matched
1754905004.029,imu,1754905004.029,1754905004.029,0.05,1,matched
1754905004.036,imu,1754905004.036,1754905004.036,0.05,1,matched
1754905004.043,imu,1754905004.043,1754905004.043,0.06,1,matched
1754905004.050,imu,1754905004.050,1754905004.050,0.09,1,matched
1754905004.056,imu,1754905004.056,1754905004.056,0.07,1,matched
1754905004.063,imu,1754905004.063,1754905004.063,0.07,1,matched
1754905004.069,imu,1754905004.069,1754905004.069,0.05,1,matched
1754905004.076,imu,1754905004.076,1754905004.076,0.04,1,matched
1754905004.082,gps,1754905004.082,1754905004.082,0.04,1,matched
1754905004.083,imu,1754905004.083,1754905004.083,0.03,1,matched
1754905004.084,lidar,1754905004.084,1754905004.084,0.03,1,matched
1754905004.089,imu,1754905004.089,1754905004.089,0.04,1,matched
1754905004.096,imu,1754905004.096,1754905004.096,0.07,1,matched
1754905004.103,imu,1754905004.103,1754905004.103,0.05,1,matched
1754905004.109,imu,1754905004.109,1754905004.109,0.04,1,matched
1754905004.116,imu,1754905004.116,1754905004.116,0.04,1,matched
1754905004.123,imu,1754905004.122,1754905004.122,0.05,1,matched
1754905004.129,imu,1754905004.129,1754905004.129,0.06,1,matched
1754905004.136,imu,1754905004.136,1754905004.136,0.03,1,matched
1754905004.142,imu,1754905004.142,1754905004.142,0.04,1,matched
1754905004.152,imu,1754905004.152,1754905004.152,0.07,1,matched
1754905004.156,imu,1754905004.156,1754905004.156,0.05,1,matched
1754905004.162,imu,1754905004.162,1754905004.162,0.05,1,matched
1754905004.170,imu,1754905004.170,1754905004.170,0.05,1,matched
1754905004.176,imu,1754905004.176,1754905004.176,0.04,1,matched
1754905004.182,imu,1754905004.182,1754905004.182,0.09,1,matched
1754905004.189,imu,1754905004.189,1754905004.189,0.05,1,matched
1754905004.196,imu,1754905004.196,1754905004.196,0.05,1,matched
1754905004.202,imu,1754905004.202,1754905004.202,0.05,1,matched
1754905004.209,imu,1754905004.209,1754905004.209,0.06,1,matched
1754905004.216,imu,1754905004.216,1754905004.216,0.04,1,matched
1754905004.222,imu,1754905004.222,1754905004.222,0.06,1,matched
1754905004.229,imu,1754905004.229,1754905004.229,0.10,1,matched
1754905004.236,imu,1754905004.236,1754905004.236,0.05,1,matched
1754905004.242,imu,1754905004.242,1754905004.242,0.05,1,matched
1754905004.249,imu,1754905004.249,1754905004.249,0.04,1,matched
1754905004.256,imu,1754905004.255,1754905004.255,0.06,1,matched
1754905004.262,imu,1754905004.262,1754905004.262,0.07,1,matched
1754905004.264,gps,1754905004.264,1754905004.264,0.04,1,matched
1754905004.269,imu,1754905004.269,1754905004.269,0.07,1,matched
1754905004.276,imu,1754905004.276,1754905004.276,0.07,1,matched
1754905004.282,imu,1754905004.282,1754905004.282,0.05,1,matched
1754905004.289,imu,1754905004.289,1754905004.289,0.06,1,matched
1754905004.296,imu,1754905004.295,1754905004.296,0.06,1,matched
1754905004.302,imu,1754905004.302,1754905004.302,0.06,1,matched
1754905004.309,imu,1754905004.309,1754905004.309,0.09,1,matched
1754905004.320,imu,1754905004.320,1754905004.320,0.11,1,matched
1754905004.328,imu,1754905004.328,1754905004.328,0.17,1,matched
1754905004.337,imu,1754905004.336,1754905004.336,0.07,1,matched
1754905004.342,imu,1754905004.342,1754905004.342,0.04,1,matched
1754905004.349,imu,1754905004.348,1754905004.349,0.06,1,matched
1754905004.355,imu,1754905004.355,1754905004.355,0.04,1,matched
1754905004.362,imu,1754905004.362,1754905004.362,0.04,1,matched
1754905004.368,imu,1754905004.368,1754905004.368,0.03,1,matched
1754905004.375,imu,1754905004.375,1754905004.375,0.04,1,matched
1754905004.375,lidar,1754905004.375,1754905004.375,0.03,1,matched
1754905004.382,imu,1754905004.382,1754905004.382,0.05,1,matched
1754905004.388,imu,1754905004.388,1754905004.388,0.05,1,matched
1754905004.395,imu,1754905004.395,1754905004.395,0.04,1,matched
1754905004.402,imu,1754905004.402,1754905004.402,0.06,1,matched
1754905004.409,imu,1754905004.408,1754905004.409,0.07,1,matched
1754905004.415,imu,1754905004.415,1754905004.415,0.05,1,matched
1754905004.422,imu,1754905004.422,1754905004.422,0.07,1,matched
1754905004.428,imu,1754905004.428,1754905004.428,0.06,1,matched
1754905004.435,imu,1754905004.435,1754905004.435,0.12,1,matched
1754905004.442,imu,1754905004.442,1754905004.442,0.05,1,matched
1754905004.448,imu,1754905004.448,1754905004.448,0.05,1,matched
1754905004.455,imu,1754905004.455,1754905004.455,0.07,1,matched
1754905004.462,imu,1754905004.461,1754905004.462,0.05,1,matched
1754905004.462,gps,1754905004.462,1754905004.462,0.02,1,matched
1754905004.468,imu,1754905004.468,1754905004.468,0.04,1,matched
1754905004.475,imu,1754905004.475,1754905004.475,0.04,1,matched
1754905004.482,imu,1754905004.481,1754905004.481,0.03,1,matched
1754905004.488,imu,1754905004.488,1754905004.488,0.05,1,matched
1754905004.495,imu,1754905004.495,1754905004.495,0.06,1,matched
1754905004.501,imu,1754905004.501,1754905004.501,0.05,1,matched
1754905004.508,imu,1754905004.508,1754905004.508,0.06,1,matched
1754905004.515,imu,1754905004.515,1754905004.515,0.05,1,matched
1754905004.521,imu,1754905004.521,1754905004.521,0.06,1,matched
1754905004.528,imu,1754905004.528,1754905004.528,0.06,1,matched
1754905004.539,imu,1754905004.539,1754905004.539,0.05,1,matched
1754905004.546,imu,1754905004.546,1754905004.546,0.06,1,matched
1754905004.552,imu,1754905004.552,1754905004.552,0.05,1,matched
1754905004.559,imu,1754905004.559,1754905004.559,0.05,1,matched
1754905004.566,imu,1754905004.565,1754905004.565,0.09,1,matched
1754905004.572,imu,1754905004.572,1754905004.572,0.05,1,matched
1754905004.579,imu,1754905004.579,1754905004.579,0.05,1,matched
1754905004.585,imu,1754905004.585,1754905004.585,0.07,1,matched
1754905004.593,imu,1754905004.592,1754905004.593,0.04,1,matched
1754905004.599,imu,1754905004.599,1754905004.599,0.05,1,matched
1754905004.605,imu,1754905004.605,1754905004.605,0.04,1,matched
1754905004.612,imu,1754905004.612,1754905004.612,0.04,1,matched
1754905004.619,imu,1754905004.619,1754905004.619,0.05,1,matched
1754905004.625,imu,1754905004.625,1754905004.625,0.06,1,matched
1754905004.632,imu,1754905004.632,1754905004.632,0.06,1,matched
1754905004.639,imu,1754905004.639,1754905004.639,0.05,1,matched
1754905004.645,imu,1754905004.645,1754905004.645,0.06,1,matched
1754905004.652,imu,1754905004.652,1754905004.652,0.05,1,matched
1754905004.659,imu,1754905004.658,1754905004.658,0.06,1,matched
1754905004.660,lidar,1754905004.660,1754905004.660,0.06,1,matched
1754905004.664,gps,1754905004.664,1754905004.664,0.05,1,matched
1754905004.665,imu,1754905004.665,1754905004.665,0.02,1,matched
1754905004.672,imu,1754905004.672,1754905004.672,0.04,1,matched
1754905004.678,imu,1754905004.678,1754905004.678,0.04,1,matched
1754905004.685,imu,1754905004.685,1754905004.685,0.06,1,matched
1754905004.692,imu,1754905004.692,1754905004.692,0.14,1,matched
1754905004.699,imu,1754905004.699,1754905004.699,0.11,1,matched
1754905004.705,imu,1754905004.705,1754905004.705,0.08,1,matched
1754905004.712,imu,1754905004.712,1754905004.712,0.05,1,matched
1754905004.718,imu,1754905004.718,1754905004.718,0.05,1,matched
1754905004.727,imu,1754905004.727,1754905004.727,0.10,1,matched
1754905004.734,imu,1754905004.734,1754905004.734,0.06,1,matched
1754905004.743,imu,1754905004.742,1754905004.742,0.19,1,matched
1754905004.748,imu,1754905004.748,1754905004.748,0.06,1,matched
1754905004.754,imu,1754905004.754,1754905004.754,0.05,1,matched
1754905004.761,imu,1754905004.761,1754905004.761,0.06,1,matched
1754905004.768,imu,1754905004.768,1754905004.768,0.04,1,matched
1754905004.774,imu,1754905004.774,1754905004.774,0.06,1,matched
1754905004.781,imu,1754905004.781,1754905004.781,0.04,1,matched
1754905004.788,imu,1754905004.788,1754905004.788,0.04,1,matched
1754905004.794,imu,1754905004.794,1754905004.794,0.05,1,matched
1754905004.801,imu,1754905004.801,1754905004.801,0.06,1,matched
1754905004.808,imu,1754905004.808,1754905004.808,0.05,1,matched
1754905004.814,imu,1754905004.814,1754905004.814,0.04,1,matched
1754905004.821,imu,1754905004.821,1754905004.821,0.04,1,matched
1754905004.827,imu,1754905004.827,1754905004.827,0.05,1,matched
1754905004.834,imu,1754905004.834,1754905004.834,0.08,1,matched
1754905004.841,imu,1754905004.841,1754905004.841,0.05,1,matched
1754905004.847,imu,1754905004.847,1754905004.847,0.04,1,matched
1754905004.854,imu,1754905004.854,1754905004.854,0.05,1,matched
1754905004.861,imu,1754905004.861,1754905004.861,0.05,1,matched
1754905004.867,imu,1754905004.867,1754905004.867,0.05,1,matched
1754905004.874,imu,1754905004.874,1754905004.874,0.05,1,matched
1754905004.881,imu,1754905004.881,1754905004.881,0.05,1,matched
1754905004.887,gps,1754905004.887,1754905004.887,0.05,1,matched
1754905004.887,imu,1754905004.887,1754905004.887,0.03,1,matched
1754905004.894,imu,1754905004.894,1754905004.894,0.06,1,matched
1754905004.901,imu,1754905004.901,1754905004.901,0.05,1,matched
1754905004.908,imu,1754905004.907,1754905004.907,0.05,1,matched
1754905004.914,imu,1754905004.914,1754905004.914,0.05,1,matched
1754905004.921,imu,1754905004.921,1754905004.921,0.07,1,matched
1754905004.928,imu,1754905004.927,1754905004.928,0.07,1,matched
1754905004.934,imu,1754905004.934,1754905004.934,0.06,1,matched
1754905004.941,imu,1754905004.941,1754905004.941,0.04,1,matched
1754905004.948,imu,1754905004.948,1754905004.948,0.04,1,matched
1754905004.954,imu,1754905004.954,1754905004.954,0.05,1,matched
1754905004.961,imu,1754905004.961,1754905004.961,0.07,1,matched
1754905004.968,imu,1754905004.967,1754905004.968,0.09,1,matched
1754905004.972,lidar,1754905004.971,1754905004.972,0.07,1,matched
1754905004.974,imu,1754905004.974,1754905004.974,0.05,1,matched
1754905004.981,imu,1754905004.981,1754905004.981,0.04,1,matched
1754905004.987,imu,1754905004.987,1754905004.987,0.04,1,matched
1754905004.994,imu,1754905004.994,1754905004.994,0.07,1,matched
1754905005.001,imu,1754905005.001,1754905005.001,0.04,1,matched
1754905005.007,imu,1754905005.007,1754905005.007,0.06,1,matched
1754905005.014,imu,1754905005.014,1754905005.014,0.04,1,matched
1754905005.021,imu,1754905005.021,1754905005.021,0.06,1,matched
1754905005.027,imu,1754905005.027,1754905005.027,0.04,1,matched
1754905005.034,imu,1754905005.034,1754905005.034,0.06,1,matched
1754905005.041,imu,1754905005.041,1754905005.041,0.09,1,matched
1754905005.047,imu,1754905005.047,1754905005.047,0.07,1,matched
1754905005.054,imu,1754905005.054,1754905005.054,0.05,1,matched
1754905005.061,imu,1754905005.061,1754905005.061,0.11,1,matched
1754905005.067,imu,1754905005.067,1754905005.067,0.05,1,matched
1754905005.074,imu,1754905005.074,1754905005.074,0.04,1,matched
1754905005.081,imu,1754905005.081,1754905005.081,0.10,1,matched
1754905005.085,gps,1754905005.085,1754905005.085,0.07,1,matched
1754905005.087,imu,1754905005.087,1754905005.087,0.03,1,matched
1754905005.095,imu,1754905005.095,1754905005.095,0.11,1,matched
1754905005.101,imu,1754905005.101,1754905005.101,0.04,1,matched
1754905005.108,imu,1754905005.108,1754905005.108,0.07,1,matched
1754905005.114,imu,1754905005.114,1754905005.114,0.07,1,matched
1754905005.121,imu,1754905005.121,1754905005.121,0.08,1,matched
1754905005.127,imu,1754905005.127,1754905005.127,0.05,1,matched
1754905005.134,imu,1754905005.134,1754905005.134,0.05,1,matched
1754905005.141,imu,1754905005.141,1754905005.141,0.04,1,matched
1754905005.147,imu,1754905005.147,1754905005.147,0.03,1,matched
1754905005.154,imu,1754905005.154,1754905005.154,0.04,1,matched
1754905005.160,imu,1754905005.160,1754905005.160,0.05,1,matched
1754905005.167,imu,1754905005.167,1754905005.167,0.11,1,matched
1754905005.174,imu,1754905005.174,1754905005.174,0.08,1,matched
1754905005.180,imu,1754905005.180,1754905005.180,0.04,1,matched
1754905005.187,imu,1754905005.187,1754905005.187,0.05,1,matched
1754905005.194,imu,1754905005.194,1754905005.194,0.04,1,matched
1754905005.200,imu,1754905005.200,1754905005.200,0.03,1,matched
1754905005.207,imu,1754905005.207,1754905005.207,0.04,1,matched
1754905005.214,imu,1754905005.213,1754905005.213,0.05,1,matched
1754905005.220,imu,1754905005.220,1754905005.220,0.08,1,matched
1754905005.227,imu,1754905005.227,1754905005.227,0.05,1,matched
1754905005.233,imu,1754905005.233,1754905005.233,0.05,1,matched
1754905005.240,imu,1754905005.240,1754905005.240,0.05,1,matched
1754905005.247,imu,1754905005.247,1754905005.247,0.04,1,matched
1754905005.256,imu,1754905005.256,1754905005.256,0.05,1,matched
1754905005.262,imu,1754905005.262,1754905005.262,0.07,1,matched
1754905005.264,lidar,1754905005.264,1754905005.264,0.04,1,matched
1754905005.264,gps,1754905005.264,1754905005.264,0.04,1,matched
1754905005.268,imu,1754905005.268,1754905005.268,0.04,1,matched
1754905005.275,imu,1754905005.275,1754905005.275,0.07,1,matched
1754905005.282,imu,1754905005.282,1754905005.282,0.06,1,matched
1754905005.288,imu,1754905005.288,1754905005.288,0.05,1,matched
1754905005.295,imu,1754905005.295,1754905005.295,0.04,1,matched
1754905005.302,imu,1754905005.302,1754905005.302,0.04,1,matched
1754905005.308,imu,1754905005.308,1754905005.308,0.08,1,matched
1754905005.315,imu,1754905005.315,1754905005.315,0.05,1,matched
1754905005.322,imu,1754905005.322,1754905005.322,0.05,1,matched
1754905005.328,imu,1754905005.328,1754905005.328,0.05,1,matched
1754905005.339,imu,1754905005.339,1754905005.339,0.06,1,matched
1754905005.342,imu,1754905005.342,1754905005.342,0.04,1,matched
1754905005.356,imu,1754905005.356,1754905005.356,0.07,1,matched
1754905005.362,imu,1754905005.362,1754905005.362,0.05,1,matched
1754905005.369,imu,1754905005.369,1754905005.369,0.06,1,matched
1754905005.375,imu,1754905005.375,1754905005.375,0.04,1,matched
1754905005.382,imu,1754905005.382,1754905005.382,0.03,1,matched
1754905005.389,imu,1754905005.389,1754905005.389,0.04,1,matched
1754905005.399,imu,1754905005.399,1754905005.399,0.04,1,matched
1754905005.402,imu,1754905005.402,1754905005.402,0.04,1,matched
1754905005.409,imu,1754905005.409,1754905005.409,0.04,1,matched
1754905005.415,imu,1754905005.415,1754905005.415,0.04,1,matched
1754905005.422,imu,1754905005.422,1754905005.422,0.10,1,matched
1754905005.429,imu,1754905005.428,1754905005.429,0.05,1,matched
1754905005.435,imu,1754905005.435,1754905005.435,0.04,1,matched
1754905005.442,imu,1754905005.442,1754905005.442,0.05,1,matched
1754905005.449,imu,1754905005.449,1754905005.449,0.04,1,matched
1754905005.456,imu,1754905005.455,1754905005.456,0.06,1,matched
1754905005.462,imu,1754905005.462,1754905005.462,0.06,1,matched
1754905005.463,gps,1754905005.463,1754905005.463,0.03,1,matched
1754905005.469,imu,1754905005.469,1754905005.469,0.04,1,matched
1754905005.475,imu,1754905005.475,1754905005.475,0.05,1,matched
1754905005.482,imu,1754905005.482,1754905005.482,0.05,1,matched
1754905005.489,imu,1754905005.489,1754905005.489,0.05,1,matched
1754905005.495,imu,1754905005.495,1754905005.495,0.07,1,matched
1754905005.502,imu,1754905005.502,1754905005.502,0.06,1,matched
1754905005.509,imu,1754905005.509,1754905005.509,0.11,1,matched
1754905005.515,imu,1754905005.515,1754905005.515,0.05,1,matched
1754905005.522,imu,1754905005.522,1754905005.522,0.08,1,matched
1754905005.529,imu,1754905005.529,1754905005.529,0.06,1,matched
1754905005.535,imu,1754905005.535,1754905005.535,0.04,1,matched
1754905005.542,imu,1754905005.542,1754905005.542,0.04,1,matched
1754905005.549,imu,1754905005.549,1754905005.549,0.04,1,matched
1754905005.555,imu,1754905005.555,1754905005.555,0.05,1,matched
1754905005.562,imu,1754905005.562,1754905005.562,0.06,1,matched
1754905005.567,lidar,1754905005.567,1754905005.567,0.04,1,matched
1754905005.569,imu,1754905005.569,1754905005.569,0.04,1,matched
1754905005.575,imu,1754905005.575,1754905005.575,0.04,1,matched
1754905005.582,imu,1754905005.582,1754905005.582,0.09,1,matched
1754905005.589,imu,1754905005.589,1754905005.589,0.08,1,matched
1754905005.596,imu,1754905005.596,1754905005.596,0.07,1,matched
1754905005.602,imu,1754905005.602,1754905005.602,0.04,1,matched
1754905005.609,imu,1754905005.609,1754905005.609,0.05,1,matched
1754905005.615,imu,1754905005.615,1754905005.615,0.04,1,matched
1754905005.622,imu,1754905005.622,1754905005.622,0.06,1,matched
1754905005.629,imu,1754905005.629,1754905005.629,0.09,1,matched
1754905005.636,imu,1754905005.635,1754905005.635,0.08,1,matched
1754905005.642,imu,1754905005.642,1754905005.642,0.04,1,matched
1754905005.649,imu,1754905005.649,1754905005.649,0.05,1,matched
1754905005.656,imu,1754905005.655,1754905005.656,0.08,1,matched
1754905005.662,imu,1754905005.662,1754905005.662,0.05,1,matched
1754905005.669,imu,1754905005.669,1754905005.669,0.08,1,matched
1754905005.675,imu,1754905005.675,1754905005.675,0.04,1,matched
1754905005.682,imu,1754905005.682,1754905005.682,0.07,1,matched
1754905005.689,imu,1754905005.689,1754905005.689,0.03,1,matched
1754905005.695,imu,1754905005.695,1754905005.695,0.04,1,matched
1754905005.701,gps,1754905005.701,1754905005.701,0.04,1,matched
1754905005.702,imu,1754905005.702,1754905005.702,0.03,1,matched
1754905005.709,imu,1754905005.709,1754905005.709,0.05,1,matched
1754905005.715,imu,1754905005.715,1754905005.715,0.05,1,matched
1754905005.722,imu,1754905005.722,1754905005.722,0.09,1,matched
1754905005.729,imu,1754905005.729,1754905005.729,0.08,1,matched
1754905005.737,imu,1754905005.737,1754905005.737,0.05,1,matched
1754905005.744,imu,1754905005.744,1754905005.744,0.05,1,matched
1754905005.750,imu,1754905005.750,1754905005.750,0.05,1,matched
1754905005.757,imu,1754905005.757,1754905005.757,0.04,1,matched
1754905005.764,imu,1754905005.763,1754905005.764,0.06,1,matched
1754905005.770,imu,1754905005.770,1754905005.770,0.05,1,matched
1754905005.777,imu,1754905005.777,1754905005.777,0.04,1,matched
1754905005.783,imu,1754905005.783,1754905005.783,0.05,1,matched
1754905005.790,imu,1754905005.790,1754905005.790,0.05,1,matched
1754905005.797,imu,1754905005.797,1754905005.797,0.06,1,matched
1754905005.803,imu,1754905005.803,1754905005.803,0.04,1,matched
1754905005.810,imu,1754905005.810,1754905005.810,0.05,1,matched
1754905005.817,imu,1754905005.817,1754905005.817,0.04,1,matched
1754905005.826,imu,1754905005.826,1754905005.826,0.07,1,matched
1754905005.833,imu,1754905005.833,1754905005.833,0.05,1,matched
1754905005.839,imu,1754905005.839,1754905005.839,0.06,1,matched
1754905005.846,imu,1754905005.846,1754905005.846,0.08,1,matched
1754905005.853,lidar,1754905005.853,1754905005.853,0.09,1,matched
1754905005.856,imu,1754905005.856,1754905005.856,0.06,1,matched
1754905005.860,imu,1754905005.860,1754905005.860,0.13,1,matched
1754905005.866,imu,1754905005.866,1754905005.866,0.08,1,matched
1754905005.873,imu,1754905005.873,1754905005.873,0.07,1,matched
1754905005.877,gps,1754905005.877,1754905005.877,0.04,1,matched
1754905005.880,imu,1754905005.880,1754905005.880,0.04,1,matched
1754905005.887,imu,1754905005.886,1754905005.887,0.05,1,matched
1754905005.893,imu,1754905005.893,1754905005.893,0.05,1,matched
1754905005.900,imu,1754905005.900,1754905005.900,0.04,1,matched
1754905005.907,imu,1754905005.906,1754905005.906,0.05,1,matched
1754905005.913,imu,1754905005.913,1754905005.913,0.05,1,matched
1754905005.920,imu,1754905005.920,1754905005.920,0.06,1,matched
1754905005.927,imu,1754905005.927,1754905005.927,0.06,1,matched
1754905005.933,imu,1754905005.933,1754905005.933,0.04,1,matched
1754905005.940,imu,1754905005.940,1754905005.940,0.04,1,matched
1754905005.948,imu,1754905005.948,1754905005.948,0.06,1,matched
1754905005.953,imu,1754905005.953,1754905005.953,0.04,1,matched
1754905005.961,imu,1754905005.961,1754905005.961,0.08,1,matched
1754905005.967,imu,1754905005.967,1754905005.967,0.07,1,matched
1754905005.974,imu,1754905005.974,1754905005.974,0.06,1,matched
1754905005.980,imu,1754905005.980,1754905005.980,0.05,1,matched
1754905005.987,imu,1754905005.987,1754905005.987,0.05,1,matched
1754905005.994,imu,1754905005.994,1754905005.994,0.05,1,matched
1754905006.003,imu,1754905006.003,1754905006.003,0.10,1,matched
1754905006.010,imu,1754905006.009,1754905006.009,0.05,1,matched
1754905006.016,imu,1754905006.016,1754905006.016,0.05,1,matched
1754905006.023,imu,1754905006.023,1754905006.023,0.06,1,matched
1754905006.030,imu,1754905006.030,1754905006.030,0.10,1,matched
1754905006.036,imu,1754905006.036,1754905006.036,0.05,1,matched
1754905006.043,imu,1754905006.043,1754905006.043,0.13,1,matched
1754905006.050,imu,1754905006.049,1754905006.049,0.06,1,matched
1754905006.056,imu,1754905006.056,1754905006.056,0.05,1,matched
1754905006.063,imu,1754905006.063,1754905006.063,0.07,1,matched
1754905006.070,imu,1754905006.070,1754905006.070,0.11,1,matched
1754905006.076,imu,1754905006.076,1754905006.076,0.04,1,matched
1754905006.083,imu,1754905006.083,1754905006.083,0.05,1,matched
1754905006.085,gps,1754905006.085,1754905006.085,0.04,1,matched
1754905006.089,imu,1754905006.089,1754905006.089,0.05,1,matched
1754905006.096,imu,1754905006.096,1754905006.096,0.07,1,matched
1754905006.103,imu,1754905006.103,1754905006.103,0.09,1,matched
1754905006.109,imu,1754905006.109,1754905006.109,0.06,1,matched
1754905006.116,imu,1754905006.116,1754905006.116,0.08,1,matched
1754905006.123,imu,1754905006.123,1754905006.123,0.08,1,matched
1754905006.130,imu,1754905006.129,1754905006.129,0.09,1,matched
1754905006.136,imu,1754905006.136,1754905006.136,0.04,1,matched
1754905006.141,lidar,1754905006.141,1754905006.141,0.04,1,matched
1754905006.143,imu,1754905006.143,1754905006.143,0.03,1,matched
1754905006.150,imu,1754905006.150,1754905006.150,0.05,1,matched
1754905006.156,imu,1754905006.156,1754905006.156,0.04,1,matched
1754905006.163,imu,1754905006.163,1754905006.163,0.07,1,matched
1754905006.170,imu,1754905006.170,1754905006.170,0.08,1,matched
1754905006.176,imu,1754905006.176,1754905006.176,0.07,1,matched
1754905006.184,imu,1754905006.183,1754905006.184,0.09,1,matched
1754905006.190,imu,1754905006.189,1754905006.190,0.05,1,matched
1754905006.196,imu,1754905006.196,1754905006.196,0.05,1,matched
1754905006.203,imu,1754905006.203,1754905006.203,0.04,1,matched
1754905006.210,imu,1754905006.209,1754905006.210,0.04,1,matched
1754905006.217,imu,1754905006.216,1754905006.217,0.08,1,matched
1754905006.224,imu,1754905006.224,1754905006.224,0.11,1,matched
1754905006.230,imu,1754905006.230,1754905006.230,0.04,1,matched
1754905006.236,imu,1754905006.236,1754905006.236,0.05,1,matched
1754905006.243,imu,1754905006.243,1754905006.243,0.06,1,matched
1754905006.250,imu,1754905006.250,1754905006.250,0.04,1,matched
1754905006.257,imu,1754905006.257,1754905006.257,0.06,1,matched
1754905006.264,imu,1754905006.264,1754905006.264,0.18,1,matched
1754905006.266,gps,1754905006.266,1754905006.266,0.03,1,matched
1754905006.270,imu,1754905006.270,1754905006.270,0.04,1,matched
1754905006.276,imu,1754905006.276,1754905006.276,0.05,1,matched
1754905006.283,imu,1754905006.283,1754905006.283,0.05,1,matched
1754905006.290,imu,1754905006.290,1754905006.290,0.05,1,matched
1754905006.296,imu,1754905006.296,1754905006.296,0.07,1,matched
1754905006.303,imu,1754905006.303,1754905006.303,0.16,1,matched
1754905006.309,imu,1754905006.309,1754905006.309,0.04,1,matched
1754905006.316,imu,1754905006.316,1754905006.316,0.04,1,matched
1754905006.323,imu,1754905006.323,1754905006.323,0.05,1,matched
1754905006.331,imu,1754905006.331,1754905006.331,0.04,1,matched
1754905006.336,imu,1754905006.336,1754905006.336,0.04,1,matched
1754905006.343,imu,1754905006.343,1754905006.343,0.06,1,matched
1754905006.350,imu,1754905006.350,1754905006.350,0.08,1,matched
1754905006.356,imu,1754905006.356,1754905006.356,0.04,1,matched
1754905006.363,imu,1754905006.363,1754905006.363,0.05,1,matched
1754905006.369,imu,1754905006.369,1754905006.369,0.06,1,matched
1754905006.376,imu,1754905006.376,1754905006.376,0.03,1,matched
1754905006.383,imu,1754905006.382,1754905006.382,0.04,1,matched
1754905006.389,imu,1754905006.389,1754905006.389,0.07,1,matched
1754905006.396,imu,1754905006.396,1754905006.396,0.06,1,matched
1754905006.403,imu,1754905006.403,1754905006.403,0.04,1,matched
1754905006.409,imu,1754905006.409,1754905006.409,0.05,1,matched
1754905006.416,imu,1754905006.416,1754905006.416,0.04,1,matched
1754905006.422,imu,1754905006.422,1754905006.422,0.07,1,matched
1754905006.429,imu,1754905006.429,1754905006.429,0.06,1,matched
1754905006.436,imu,1754905006.435,1754905006.436,0.04,1,matched
1754905006.439,lidar,1754905006.439,1754905006.439,0.04,1,matched
1754905006.442,imu,1754905006.442,1754905006.442,0.04,1,matched
1754905006.449,imu,1754905006.449,1754905006.449,0.04,1,matched
1754905006.459,imu,1754905006.459,1754905006.459,0.05,1,matched
1754905006.462,gps,1754905006.462,1754905006.462,0.03,1,matched
1754905006.466,imu,1754905006.466,1754905006.466,0.04,1,matched
1754905006.472,imu,1754905006.472,1754905006.472,0.06,1,matched
1754905006.479,imu,1754905006.479,1754905006.479,0.04,1,matched
1754905006.486,imu,1754905006.486,1754905006.486,0.07,1,matched
1754905006.492,imu,1754905006.492,1754905006.492,0.07,1,matched
1754905006.499,imu,1754905006.499,1754905006.499,0.09,1,matched
1754905006.506,imu,1754905006.506,1754905006.506,0.09,1,matched
1754905006.512,imu,1754905006.512,1754905006.512,0.05,1,matched
1754905006.519,imu,1754905006.519,1754905006.519,0.04,1,matched
1754905006.526,imu,1754905006.526,1754905006.526,0.06,1,matched
1754905006.532,imu,1754905006.532,1754905006.532,0.05,1,matched
1754905006.539,imu,1754905006.539,1754905006.539,0.13,1,matched
1754905006.546,imu,1754905006.546,1754905006.546,0.05,1,matched
1754905006.552,imu,1754905006.552,1754905006.552,0.06,1,matched
1754905006.559,imu,1754905006.559,1754905006.559,0.07,1,matched
1754905006.566,imu,1754905006.566,1754905006.566,0.04,1,matched
1754905006.574,imu,1754905006.574,1754905006.574,0.04,1,matched
1754905006.579,imu,1754905006.579,1754905006.579,0.04,1,matched
1754905006.586,imu,1754905006.586,1754905006.586,0.10,1,matched
1754905006.592,imu,1754905006.592,1754905006.592,0.05,1,matched
1754905006.599,imu,1754905006.599,1754905006.599,0.09,1,matched
1754905006.606,imu,1754905006.606,1754905006.606,0.05,1,matched
1754905006.615,imu,1754905006.615,1754905006.615,0.05,1,matched
1754905006.622,imu,1754905006.622,1754905006.622,0.06,1,matched
1754905006.629,imu,1754905006.629,1754905006.629,0.05,1,matched
1754905006.635,imu,1754905006.635,1754905006.635,0.05,1,matched
